IdRegistro,Fecha,Mes,Hogar,TipoVivienda,ZonaClimatica,DispositivosActivos,ConsumoBase_kWh,ConsumoExtra_kWh,Tarifa,Precio_kWh,CosteDiario,PicoDemanda
2700,2024-11-09,11,H034,Piso,Centro,6.0,3.44,3.78,B,0.18,1.3,No
2701,2024-02-23,2,H057,Piso,Sur,5.0,5.36,5.04,B,0.18,1.87,No
2702,2024-01-12,1,H014,Piso,Sur,6.0,3.67,2.92,C,0.23,1.52,No
2703,2024-07-27,7,H036,Estudio,Centro,5.0,2.2,2.77,A,0.2,0.99,No
2704,2024-01-14,1,H048,Chalet,Norte,12.0,6.29,4.05,C,0.23,2.38,No
2705,2024-04-30,4,H046,Piso,Norte,6.0,3.24,4.52,B,0.18,1.4,No
2706,2024-01-20,1,H032,Piso,Norte,6.0,5.49,4.43,A,0.2,1.98,No
2707,2024-03-15,3,H007,Piso,Costa,6.0,4.26,1.85,A,0.2,1.22,No
2708,2024-08-30,8,H010,Piso,Costa,6.0,3.97,1.72,B,0.18,1.02,No
2709,2024-08-10,8,H012,Adosado,Norte,14.0,6.25,4.03,B,0.18,1.85,No
2710,2024-03-10,3,H055,Adosado,Norte,9.0,4.33,3.37,A,0.2,1.54,No
2711,2024-11-07,11,H060,Piso,Centro,9.0,3.76,2.22,B,0.18,1.08,Sí
2712,2024-07-29,7,H040,Adosado,Centro,8.0,4.79,3.22,B,0.18,1.44,No
2713,2024-04-10,4,H023,Adosado,Norte,9.0,5.48,3.79,C,0.23,2.13,No
2714,2024-07-04,7,H011,Chalet,Costa,11.0,8.89,2.54,A,0.2,2.29,No
2715,2024-05-11,5,H052,Piso,Sur,8.0,4.88,2.54,B,0.18,1.34,No
2716,2024-04-20,4,H013,Piso,Centro,5.0,4.44,1.88,A,0.2,1.26,No
2717,2024-05-11,5,H012,Piso,Costa,7.0,3.46,4.6,B,0.18,1.45,No
2718,2024-01-20,1,H007,Piso,Centro,9.0,3.9,1.6,C,0.23,1.27,No
2719,2024-01-24,1,H053,Adosado,Norte,10.0,4.36,5.13,A,0.2,1.9,No
2720,2024-08-14,8,H044,Chalet,Centro,14.0,8.63,5.84,A,0.2,2.89,Sí
2721,2024-06-02,6,H010,Piso,Centro,6.0,3.92,6.15,A,0.2,2.01,No
2722,2024-10-19,10,H007,Piso,Sur,8.0,3.93,2.91,B,0.18,1.23,No
2723,2024-08-17,8,H051,Chalet,Centro,12.0,7.23,2.54,A,0.2,1.95,No
2724,2024-11-05,11,H058,Chalet,Centro,16.0,6.39,,A,0.2,1.62,No
2725,2024-12-24,12,H027,Adosado,Costa,8.0,5.53,2.19,B,0.18,1.39,No
2726,2024-07-20,7,H007,Adosado,Costa,11.0,5.99,1.77,C,0.23,1.78,No
2727,2024-02-07,2,H055,Adosado,Costa,9.0,6.24,1.61,C,0.23,1.81,No
2728,2024-09-16,9,H050,Piso,Centro,8.0,5.09,2.61,A,0.2,1.54,No
2729,2024-07-06,7,H024,Adosado,Sur,10.0,6.04,4.44,A,0.2,2.1,No
2730,2024-02-26,2,H023,Piso,Costa,7.0,3.29,1.84,B,0.18,0.92,No
2731,2024-01-20,1,H025,Piso,Costa,6.0,4.56,1.94,A,0.2,,No
2732,2024-09-29,9,H044,Piso,Norte,5.0,2.72,,B,0.18,1.12,No
2733,2024-04-28,4,H036,Piso,Norte,6.0,3.7,2.82,A,0.2,1.3,No
2734,2024-03-11,3,H057,Piso,Centro,6.0,4.44,2.34,A,0.2,1.36,No
2735,2024-01-04,1,H033,Chalet,Costa,10.0,8.53,1.95,B,0.18,1.89,No
2736,2024-08-08,8,H037,Chalet,Centro,11.0,7.27,3.24,B,0.18,1.89,No
2737,2024-01-14,1,H042,Piso,Sur,9.0,4.34,3.41,A,0.2,1.55,No
2738,2024-01-03,1,H039,Piso,Centro,8.0,5.49,1.99,A,0.2,1.5,No
2739,2024-08-03,8,H052,Chalet,Sur,11.0,7.16,3.23,A,0.2,2.08,No
2740,2024-08-16,8,H007,Piso,Norte,5.0,3.57,3.55,A,0.2,1.42,No
2741,2024-12-01,12,H030,Chalet,Sur,12.0,7.7,2.46,A,0.2,2.03,No
2742,2024-07-04,7,H060,Piso,Sur,7.0,4.64,3.82,A,0.2,1.69,No
2743,2024-02-24,2,H031,Adosado,Norte,8.0,4.48,3.1,A,0.2,1.52,No
2744,2024-09-10,9,H057,Piso,Costa,,5.25,,A,0.2,1.49,No
2745,2024-01-24,1,H045,Piso,Norte,5.0,3.53,3.48,B,0.18,1.26,Sí
2746,2024-06-10,6,H046,Chalet,Sur,11.0,8.7,2.7,B,0.18,2.05,Sí
2747,2024-06-06,6,H037,Chalet,Costa,12.0,6.37,2.46,C,0.23,2.03,No
2748,2024-03-22,3,H021,Piso,Sur,6.0,4.23,4.34,A,0.2,1.71,No
2749,2024-06-07,6,H034,Adosado,Norte,11.0,5.28,5.27,C,0.23,2.43,No
2750,2024-07-06,7,H046,Chalet,Norte,11.0,7.13,3.62,C,0.23,2.47,No
2751,2024-02-29,2,H021,Piso,Norte,6.0,3.34,3.32,A,0.2,1.33,No
2752,2024-10-31,10,H040,Adosado,Norte,12.0,5.53,2.68,B,0.18,1.48,No
2753,2024-11-14,11,H020,Piso,Centro,6.0,2.87,4.34,B,0.18,1.3,No
2754,2024-12-31,12,H034,Estudio,Norte,5.0,2.89,2.6,A,0.2,1.1,No
2755,2024-07-29,7,H008,Piso,Costa,5.0,4.09,1.69,B,0.18,1.04,No
2756,2024-05-31,5,H032,Adosado,Norte,13.0,4.19,,A,0.2,1.57,No
2757,2024-04-18,4,H052,Chalet,Sur,14.0,7.62,2.17,A,0.2,1.96,No
2758,2024-03-16,3,H030,Piso,Costa,7.0,3.94,1.58,A,0.2,1.1,No
2759,2024-01-30,1,H029,Adosado,Costa,7.0,4.87,5.46,C,0.23,2.38,No
2760,2024-11-09,11,H005,Piso,Costa,7.0,4.27,4.97,A,0.2,1.85,No
2761,2024-04-26,4,H030,Chalet,Norte,11.0,7.65,3.48,C,0.23,,Sí
2762,2024-12-21,12,H012,Piso,Centro,5.0,4.82,2.15,A,0.2,,No
2763,2024-07-10,7,H039,Piso,Norte,11.0,5.58,4.46,C,0.23,2.31,Sí
2764,2024-01-19,1,H027,Chalet,Centro,13.0,7.33,2.53,B,0.18,1.77,Sí
2765,2024-06-21,6,H053,Adosado,Norte,8.0,6.18,3.2,B,0.18,1.69,No
2766,2024-08-15,8,H013,Chalet,Centro,12.0,7.76,3.37,C,0.23,2.56,Sí
2767,2024-12-15,12,H047,Piso,Centro,6.0,4.14,3.02,C,0.23,1.65,No
2768,2024-07-01,7,H010,Adosado,Norte,10.0,5.54,4.28,B,0.18,1.77,Sí
2769,2024-04-22,4,H036,Chalet,Centro,14.0,6.87,1.78,A,0.2,1.73,Sí
2770,2024-07-01,7,H031,Chalet,Centro,11.0,8.23,1.94,A,0.2,2.03,Sí
2771,2024-05-25,5,H016,Piso,Centro,6.0,3.59,2.27,A,0.2,1.17,No
2772,2024-11-14,11,H039,Chalet,Centro,,8.04,,B,0.18,2.12,No
2773,2024-04-25,4,H045,Piso,Centro,5.0,3.91,3.02,B,0.18,1.25,Sí
2774,2024-04-22,4,H036,Piso,Costa,7.0,3.99,2.22,B,0.18,1.12,No
2775,2024-09-07,9,H026,Adosado,Sur,8.0,5.98,2.63,B,0.18,1.55,No
2776,2024-09-07,9,H044,Chalet,Sur,11.0,7.93,2.7,C,0.23,2.44,No
2777,2024-10-29,10,H020,Chalet,Centro,,7.41,,B,0.18,2.02,No
2778,2024-11-08,11,H034,Piso,Centro,6.0,5.9,2.81,C,0.23,2.0,No
2779,2024-04-27,4,H037,Chalet,Centro,11.0,7.52,2.84,B,0.18,1.86,No
2780,2024-10-27,10,H008,Piso,Norte,6.0,2.93,2.74,B,0.18,1.02,No
2781,2024-06-09,6,H004,Chalet,Sur,12.0,7.65,2.67,B,0.18,1.86,No
2782,2024-07-16,7,H059,Piso,Sur,7.0,4.56,2.96,C,0.23,1.73,No
2783,2024-09-16,9,H029,Piso,Norte,7.0,3.83,4.49,A,0.2,1.66,No
2784,2024-05-27,5,H031,Estudio,Sur,5.0,3.45,4.02,A,0.2,1.49,No
2785,2024-08-27,8,H002,Piso,Sur,6.0,3.52,3.18,B,0.18,1.21,No
2786,2024-02-16,2,H025,Adosado,Sur,9.0,5.34,3.4,C,0.23,2.01,Sí
2787,2024-07-16,7,H038,Piso,Sur,6.0,4.8,2.43,C,0.23,1.66,No
2788,2024-02-16,2,H003,Chalet,Costa,12.0,9.16,2.31,C,0.23,2.64,Sí
2789,2024-03-18,3,H046,Piso,Centro,5.0,4.99,2.83,A,0.2,1.56,No
2790,2024-05-03,5,H042,Chalet,Sur,11.0,7.93,2.29,B,0.18,1.84,Sí
2791,2024-03-15,3,H043,Piso,Costa,8.0,4.13,2.35,B,0.18,1.17,No
2792,2024-12-24,12,H005,Adosado,Centro,9.0,6.24,4.77,A,0.2,2.2,No
2793,2024-05-16,5,H022,Piso,Centro,6.0,3.72,2.64,B,0.18,1.14,No
2794,2024-03-30,3,H016,Piso,Sur,8.0,3.11,2.77,B,0.18,1.06,Sí
2795,2024-11-20,11,H009,Chalet,Centro,13.0,7.65,2.73,A,0.2,2.08,No
2796,2024-03-01,3,H053,Piso,Norte,5.0,3.95,3.52,B,0.18,1.34,Sí
2797,2024-05-17,5,H048,Adosado,Sur,7.0,6.51,2.45,A,0.2,1.79,No
2798,2024-02-19,2,H009,Piso,Sur,9.0,3.01,3.44,B,0.18,1.16,No
2799,2024-09-15,9,H049,Piso,Norte,7.0,2.6,,A,0.2,1.16,No
2800,2024-04-16,4,H012,Chalet,Norte,12.0,6.6,2.83,B,0.18,1.7,Sí
2801,2024-04-22,4,H047,Adosado,Costa,,4.65,2.25,B,0.18,1.24,No
2802,2024-12-15,12,H042,Chalet,Costa,13.0,6.84,2.42,B,0.18,1.67,Sí
2803,2024-09-10,9,H004,Chalet,Costa,13.0,7.3,1.55,B,0.18,1.59,No
2804,2024-04-27,4,H049,Adosado,Sur,10.0,5.79,,A,0.2,1.81,Sí
2805,2024-07-16,7,H018,Estudio,Centro,4.0,2.55,4.55,C,0.23,1.63,No
2806,2024-12-02,12,H018,Adosado,Norte,10.0,6.43,2.94,A,0.2,,No
2807,2024-12-30,12,H042,Estudio,Centro,5.0,1.91,1.95,C,0.23,0.89,No
2808,2024-02-20,2,H043,Piso,Centro,7.0,4.13,2.11,A,0.2,1.25,No
2809,2024-09-01,9,H053,Piso,Norte,7.0,3.31,2.92,A,0.2,1.25,No
2810,2024-02-04,2,H033,Piso,Centro,8.0,3.8,2.3,B,0.18,1.1,No
2811,2024-10-28,10,H042,Adosado,Norte,,5.31,2.79,A,0.2,1.62,No
2812,2024-03-09,3,H003,Adosado,Centro,10.0,5.83,1.73,C,0.23,1.74,Sí
2813,2024-12-14,12,H059,Chalet,Centro,14.0,7.81,2.96,A,0.2,2.15,No
2814,2024-11-15,11,H038,Piso,Sur,6.0,3.76,2.82,C,0.23,1.51,No
2815,2024-02-18,2,H017,Piso,Centro,7.0,2.96,1.63,A,0.2,,No
2816,2024-03-14,3,H012,Adosado,Norte,8.0,4.69,2.6,B,0.18,1.31,Sí
2817,2024-07-10,7,H011,Piso,Costa,6.0,5.01,2.43,A,0.2,1.49,Sí
2818,2024-09-17,9,H017,Chalet,Sur,13.0,8.73,4.31,A,0.2,,Sí
2819,2024-12-21,12,H035,Chalet,Sur,14.0,7.84,2.96,B,0.18,1.94,No
2820,2024-03-10,3,H041,Piso,Costa,11.0,4.9,6.08,B,0.18,1.98,No
2821,2024-03-30,3,H050,Estudio,Costa,4.0,3.42,2.57,C,0.23,1.38,No
2822,2024-09-16,9,H060,Piso,Norte,5.0,4.09,3.99,A,0.2,1.62,No
2823,2024-05-05,5,H006,Adosado,Norte,8.0,5.58,4.07,C,0.23,2.22,No
2824,2024-08-18,8,H035,Chalet,Norte,11.0,7.6,3.74,A,0.2,2.27,No
2825,2024-10-21,10,H006,Piso,Centro,8.0,4.35,3.23,A,0.2,1.52,No
2826,2024-05-08,5,H032,Adosado,Sur,8.0,4.96,2.94,B,0.18,1.42,No
2827,2024-10-06,10,H011,Adosado,Norte,7.0,5.62,6.26,A,0.2,2.38,Sí
2828,2024-11-08,11,H043,Adosado,Centro,8.0,4.71,3.05,C,0.23,1.78,No
2829,2024-04-09,4,H039,Chalet,Sur,11.0,7.6,2.32,C,0.23,2.28,Sí
2830,2024-11-21,11,H013,Adosado,Sur,7.0,5.17,4.94,A,0.2,2.02,No
2831,2024-10-23,10,H013,Estudio,Centro,5.0,2.39,3.06,C,0.23,1.25,No
2832,2024-06-30,6,H039,Piso,Centro,8.0,4.29,2.38,A,0.2,1.33,No
2833,2024-06-22,6,H046,Piso,Centro,6.0,3.17,1.88,A,0.2,1.01,No
2834,2024-11-11,11,H034,Piso,Centro,9.0,2.25,,A,0.2,0.87,No
2835,2024-12-29,12,H003,Adosado,Norte,10.0,5.81,2.8,B,0.18,1.55,No
2836,2024-07-06,7,H032,Chalet,Sur,10.0,7.45,,A,0.2,1.9,No
2837,2024-02-26,2,H004,Piso,Sur,9.0,4.71,2.41,B,0.18,1.28,No
2838,2024-01-31,1,H040,Piso,Norte,5.0,3.84,3.43,C,0.23,1.67,No
2839,2024-03-24,3,H053,Piso,Norte,,4.13,3.11,B,0.18,1.3,No
2840,2024-05-31,5,H001,Adosado,Costa,9.0,4.92,1.6,A,0.2,1.3,No
2841,2024-02-05,2,H009,Adosado,Norte,9.0,5.87,,C,0.23,2.19,No
2842,2024-07-31,7,H049,Adosado,Sur,8.0,6.42,5.5,C,0.23,2.74,No
2843,2024-12-29,12,H050,Adosado,Centro,8.0,5.69,1.79,B,0.18,1.35,No
2844,2024-04-15,4,H007,Piso,Norte,9.0,5.93,3.9,C,0.23,2.26,No
2845,2024-12-07,12,H027,Adosado,Norte,7.0,6.14,3.67,A,0.2,1.96,No
2846,2024-08-07,8,H003,Chalet,Sur,14.0,6.03,2.71,A,0.2,1.75,Sí
2847,2024-06-11,6,H022,Adosado,Sur,8.0,5.75,3.89,B,0.18,1.74,No
2848,2024-08-07,8,H016,Chalet,Norte,11.0,7.34,4.31,A,0.2,2.33,Sí
2849,2024-09-26,9,H008,Chalet,Norte,13.0,7.24,2.69,B,0.18,1.79,Sí
2850,2024-04-29,4,H005,Piso,Norte,7.0,3.74,3.33,A,0.2,1.41,No
2851,2024-12-01,12,H049,Estudio,Centro,5.0,2.72,3.95,B,0.18,1.2,No
2852,2024-06-30,6,H058,Piso,Norte,6.0,4.54,5.19,A,0.2,1.95,No
2853,2024-04-15,4,H030,Chalet,Sur,13.0,7.63,3.75,A,0.2,2.28,No
2854,2024-08-04,8,H028,Piso,Norte,6.0,4.58,3.33,A,0.2,1.58,No
2855,2024-07-23,7,H051,Piso,Centro,8.0,2.84,2.31,A,0.2,1.03,No
2856,2024-03-10,3,H027,Adosado,Centro,7.0,6.2,2.01,A,0.2,1.64,No
2857,2024-02-13,2,H050,Piso,Norte,7.0,2.73,6.38,A,0.2,1.82,No
2858,2024-11-24,11,H022,Piso,Centro,7.0,3.98,2.86,B,0.18,1.23,No
2859,2024-10-27,10,H030,Piso,Centro,6.0,2.11,2.36,B,0.18,0.8,No
2860,2024-08-15,8,H037,Chalet,Norte,12.0,7.26,2.97,A,0.2,2.05,No
2861,2024-07-02,7,H007,Chalet,Costa,14.0,8.53,1.64,A,0.2,2.03,No
2862,2024-04-16,4,H050,Piso,Centro,6.0,4.8,1.67,B,0.18,1.16,No
2863,2024-03-24,3,H030,Chalet,Sur,14.0,7.4,3.1,A,0.2,2.1,No
2864,2024-12-03,12,H013,Estudio,Centro,6.0,1.64,2.14,C,0.23,0.87,No
2865,2024-09-06,9,H022,Piso,Norte,8.0,3.47,3.88,A,0.2,1.47,No
2866,2024-12-28,12,H011,Chalet,Sur,11.0,9.1,2.66,A,0.2,2.35,No
2867,2024-01-21,1,H005,Chalet,Centro,14.0,8.03,2.23,A,0.2,2.05,No
2868,2024-07-14,7,H022,Piso,Sur,6.0,4.65,3.39,C,0.23,1.85,No
2869,2024-06-26,6,H015,Chalet,Sur,11.0,6.42,4.23,C,0.23,2.45,Sí
2870,2024-01-07,1,H053,Piso,Sur,6.0,4.01,3.43,B,0.18,1.34,No
2871,2024-03-10,3,H039,Adosado,Sur,12.0,5.41,3.38,A,0.2,1.76,No
2872,2024-05-06,5,H037,Piso,Norte,10.0,3.69,3.58,A,0.2,1.45,No
2873,2024-06-08,6,H031,Chalet,Costa,13.0,7.06,1.22,C,0.23,1.9,No
2874,2024-09-04,9,H029,Piso,Centro,6.0,3.17,6.58,A,0.2,1.95,No
2875,2024-07-21,7,H039,Adosado,Costa,9.0,5.2,1.81,C,0.23,1.61,Sí
2876,2024-05-27,5,H017,Chalet,Norte,13.0,6.42,2.67,C,0.23,2.09,No
2877,2024-05-22,5,H041,Adosado,Centro,10.0,7.2,1.6,A,0.2,1.76,No
2878,2024-07-17,7,H006,Estudio,Costa,5.0,1.91,5.21,A,0.2,1.42,No
2879,2024-06-02,6,H041,Piso,Costa,6.0,3.79,2.17,A,0.2,1.19,No
2880,2024-05-21,5,H017,Adosado,Sur,7.0,4.31,,C,0.23,1.58,No
2881,2024-11-08,11,H034,Adosado,Norte,10.0,4.08,2.77,B,0.18,1.23,Sí
2882,2024-06-13,6,H023,Piso,Sur,6.0,3.92,3.37,B,0.18,1.31,No
2883,2024-11-09,11,H052,Piso,Norte,6.0,4.15,4.65,C,0.23,2.02,No
2884,2024-01-21,1,H030,Adosado,Sur,9.0,3.95,2.15,B,0.18,1.1,No
2885,2024-03-22,3,H013,Chalet,Costa,12.0,7.32,1.46,B,0.18,1.58,No
2886,2024-03-09,3,H058,Chalet,Centro,14.0,7.16,2.43,B,0.18,1.73,No
2887,2024-05-10,5,H030,Adosado,Centro,8.0,5.41,2.36,A,0.2,1.55,Sí
2888,2024-03-27,3,H049,Estudio,Centro,4.0,2.71,5.29,C,0.23,1.84,No
2889,2024-08-05,8,H053,Piso,Norte,7.0,5.46,2.98,A,0.2,1.69,No
2890,2024-10-31,10,H020,Piso,Costa,9.0,4.88,2.3,B,0.18,1.29,No
2891,2024-12-10,12,H006,Adosado,Centro,8.0,4.74,2.65,A,0.2,1.48,No
2892,2024-12-06,12,H055,Adosado,Costa,8.0,5.72,3.35,A,0.2,1.81,Sí
2893,2024-06-09,6,H031,Adosado,Sur,7.0,5.93,3.71,A,0.2,1.93,No
2894,2024-06-26,6,H059,Piso,Norte,7.0,3.61,5.11,A,0.2,1.74,No
2895,2024-04-26,4,H019,Chalet,Sur,12.0,6.31,3.58,C,0.23,2.27,No
2896,2024-07-14,7,H006,Chalet,Norte,11.0,6.22,4.19,C,0.23,2.39,No
2897,2024-11-22,11,H034,Piso,Norte,5.0,4.31,3.19,C,0.23,1.72,No
2898,2024-03-26,3,H028,Adosado,Norte,11.0,6.02,3.01,B,0.18,1.63,No
2899,2024-10-15,10,H058,Piso,Norte,7.0,4.41,3.52,C,0.23,1.82,No
2900,2024-03-21,3,H013,Chalet,Sur,14.0,7.09,2.43,A,0.2,1.9,No
2901,2024-05-31,5,H052,Piso,Norte,8.0,3.85,3.02,B,0.18,1.24,No
2902,2024-03-01,3,H010,Piso,Sur,6.0,5.5,4.16,A,0.2,1.93,Sí
2903,2024-03-01,3,H041,Chalet,Centro,10.0,8.3,2.41,C,0.23,2.46,No
2904,2024-12-19,12,H045,Piso,Costa,6.0,5.24,1.93,B,0.18,1.29,No
2905,2024-01-28,1,H007,Piso,Centro,7.0,4.16,1.57,B,0.18,1.03,No
2906,2024-02-12,2,H018,Piso,Centro,6.0,4.44,2.59,C,0.23,1.62,Sí
2907,2024-06-17,6,H022,Chalet,Norte,11.0,7.74,3.46,A,0.2,2.24,Sí
2908,2024-03-26,3,H014,Piso,Sur,9.0,4.27,4.38,B,0.18,1.56,No
2909,2024-06-25,6,H036,Piso,Costa,7.0,4.02,2.1,B,0.18,1.1,Sí
2910,2024-01-17,1,H008,Estudio,Norte,6.0,2.64,3.55,A,0.2,1.24,No
2911,2024-04-07,4,H012,Piso,Sur,6.0,4.54,4.46,B,0.18,1.62,No
2912,2024-07-16,7,H040,Piso,Sur,6.0,3.71,2.79,C,0.23,1.5,No
2913,2024-04-07,4,H048,Piso,Centro,8.0,3.99,2.59,C,0.23,1.51,No
2914,2024-03-05,3,H033,Estudio,Centro,5.0,2.04,4.0,A,0.2,1.21,No
2915,2024-11-25,11,H024,Chalet,Norte,13.0,9.53,2.78,B,0.18,2.22,No
2916,2024-12-06,12,H042,Piso,Costa,,3.33,2.03,A,0.2,1.07,No
2917,2024-01-05,1,H039,Adosado,Centro,7.0,6.12,1.66,B,0.18,1.4,Sí
2918,2024-01-02,1,H014,Adosado,Centro,8.0,5.54,1.84,B,0.18,1.33,Sí
2919,2024-01-22,1,H049,Estudio,Costa,7.0,2.13,2.63,B,0.18,0.86,Sí
2920,2024-04-21,4,H051,Adosado,Norte,10.0,6.04,5.17,B,0.18,2.02,No
2921,2024-02-26,2,H005,Piso,Sur,7.0,4.44,2.52,B,0.18,,No
2922,2024-03-06,3,H019,Chalet,Norte,11.0,8.14,2.87,A,0.2,2.2,No
2923,2024-11-25,11,H003,Piso,Sur,9.0,4.07,3.32,C,0.23,1.7,Sí
2924,2024-04-07,4,H001,Adosado,Sur,7.0,5.69,5.29,C,0.23,2.53,No
2925,2024-05-23,5,H040,Chalet,Centro,12.0,7.71,2.01,A,0.2,1.94,No
2926,2024-05-04,5,H041,Adosado,Centro,9.0,5.65,2.98,A,0.2,1.73,No
2927,2024-06-15,6,H037,Piso,Centro,6.0,5.53,2.89,B,0.18,1.52,No
2928,2024-03-26,3,H033,Piso,Costa,8.0,4.13,2.75,C,0.23,1.58,No
2929,2024-03-16,3,H049,Piso,Norte,8.0,4.13,3.12,A,0.2,1.45,No
2930,2024-12-09,12,H057,Estudio,Costa,3.0,3.11,4.19,C,0.23,1.68,No
2931,2024-10-20,10,H046,Piso,Centro,6.0,3.73,2.69,A,0.2,1.28,No
2932,2024-02-28,2,H017,Adosado,Centro,9.0,5.47,3.82,B,0.18,1.67,Sí
2933,2024-05-17,5,H009,Piso,Centro,6.0,1.7,1.86,C,0.23,0.82,No
2934,2024-04-08,4,H031,Piso,Norte,7.0,5.12,3.38,A,0.2,1.7,No
2935,2024-07-10,7,H035,Piso,Centro,9.0,3.93,2.04,A,0.2,1.19,No
2936,2024-08-30,8,H003,Adosado,Sur,7.0,5.92,4.52,C,0.23,2.4,No
2937,2024-11-14,11,H013,Chalet,Centro,12.0,6.68,3.71,C,0.23,2.39,No
2938,2024-02-18,2,H052,Chalet,Centro,12.0,8.99,4.62,A,0.2,2.72,No
2939,2024-02-01,2,H037,Adosado,Centro,9.0,5.48,2.52,A,0.2,1.6,No
2940,2024-10-03,10,H038,Piso,Sur,6.0,3.49,3.39,A,0.2,,No
2941,2024-01-20,1,H014,Chalet,Centro,13.0,7.16,4.74,A,0.2,2.38,No
2942,2024-06-02,6,H006,Chalet,Sur,12.0,8.93,4.54,C,0.23,3.1,Sí
2943,2024-03-08,3,H058,Chalet,Sur,12.0,8.35,2.7,B,0.18,1.99,No
2944,2024-12-31,12,H029,Chalet,Norte,13.0,6.64,3.16,B,0.18,1.76,No
2945,2024-08-01,8,H057,Piso,Costa,6.0,4.1,1.27,A,0.2,1.07,No
2946,2024-05-22,5,H049,Estudio,Norte,4.0,1.91,6.29,B,0.18,1.48,No
2947,2024-08-19,8,H009,Estudio,Centro,6.0,2.06,1.96,A,0.2,0.8,No
2948,2024-07-31,7,H036,Chalet,Costa,11.0,7.35,2.19,A,0.2,1.91,No
2949,2024-03-19,3,H023,Piso,Norte,9.0,4.36,3.52,A,0.2,1.58,No
2950,2024-08-01,8,H015,Chalet,Sur,15.0,7.94,3.27,A,0.2,2.24,No
2951,2024-04-25,4,H054,Piso,Norte,5.0,4.03,2.99,C,0.23,1.61,No
2952,2024-04-01,4,H057,Piso,Centro,9.0,2.68,3.01,C,0.23,1.31,No
2953,2024-09-26,9,H050,Estudio,Sur,7.0,2.61,3.34,B,0.18,1.07,No
2954,2024-06-16,6,H047,Chalet,Centro,12.0,7.88,2.44,A,0.2,2.06,No
2955,2024-02-27,2,H059,Chalet,Norte,13.0,8.66,5.59,A,0.2,2.85,Sí
2956,2024-10-10,10,H050,Estudio,Norte,7.0,1.93,4.35,C,0.23,1.44,No
2957,2024-01-26,1,H007,Adosado,Centro,8.0,5.8,1.94,C,0.23,1.78,No
2958,2024-03-06,3,H047,Chalet,Norte,11.0,6.83,2.62,B,0.18,1.7,Sí
2959,2024-09-04,9,H060,Piso,Centro,6.0,4.15,1.96,C,0.23,1.41,No
2960,2024-09-10,9,H025,Piso,Sur,7.0,4.78,2.04,A,0.2,1.36,No
2961,2024-02-13,2,H037,Adosado,Centro,7.0,4.62,2.37,A,0.2,1.4,Sí
2962,2024-04-06,4,H023,Estudio,Norte,6.0,2.44,3.73,B,0.18,1.11,No
2963,2024-02-11,2,H011,Chalet,Sur,11.0,6.57,2.69,A,0.2,1.85,No
2964,2024-08-14,8,H056,Piso,Centro,7.0,2.62,3.12,B,0.18,1.03,No
2965,2024-09-18,9,H046,Chalet,Norte,12.0,7.79,3.06,A,0.2,2.17,No
2966,2024-06-15,6,H008,Piso,Sur,5.0,4.29,2.99,A,0.2,1.46,Sí
2967,2024-10-05,10,H036,Piso,Costa,6.0,4.31,2.27,C,0.23,1.51,No
2968,2024-03-29,3,H042,Estudio,Sur,5.0,2.91,2.5,A,0.2,1.08,No
2969,2024-06-26,6,H039,Piso,Costa,8.0,4.59,3.88,A,0.2,1.69,Sí
2970,2024-07-15,7,H001,Adosado,Norte,8.0,6.24,4.85,B,0.18,2.0,Sí
2971,2024-11-02,11,H052,Piso,Centro,9.0,3.22,1.92,B,0.18,0.93,Sí
2972,2024-09-23,9,H044,Adosado,Norte,,6.19,3.52,A,0.2,1.94,No
2973,2024-09-24,9,H013,Adosado,Costa,9.0,4.8,1.95,C,0.23,1.55,No
2974,2024-03-14,3,H016,Piso,Norte,6.0,4.31,3.1,A,0.2,1.48,No
2975,2024-01-08,1,H046,Piso,Costa,6.0,3.78,2.8,C,0.23,1.51,No
2976,2024-10-23,10,H013,Piso,Centro,,2.68,2.72,B,0.18,0.97,No
2977,2024-06-12,6,H037,Adosado,Sur,7.0,5.02,,B,0.18,1.35,No
2978,2024-03-25,3,H014,Chalet,Costa,10.0,7.93,2.77,A,0.2,2.14,No
2979,2024-03-12,3,H058,Piso,Norte,7.0,3.1,7.11,A,0.2,2.04,No
2980,2024-02-24,2,H013,Piso,Sur,9.0,4.62,4.75,A,0.2,1.87,No
2981,2024-02-16,2,H046,Piso,Costa,9.0,3.83,3.27,C,0.23,1.63,No
2982,2024-08-25,8,H012,Piso,Centro,6.0,2.87,2.41,A,0.2,1.06,No
2983,2024-04-13,4,H055,Adosado,Sur,10.0,5.01,2.51,C,0.23,1.73,No
2984,2024-07-28,7,H028,Chalet,Centro,13.0,7.78,3.11,C,0.23,2.5,No
2985,2024-02-11,2,H022,Piso,Centro,6.0,3.83,2.27,A,0.2,1.22,No
2986,2024-11-11,11,H020,Adosado,Norte,9.0,6.09,2.73,A,0.2,1.76,No
2987,2024-09-24,9,H047,Chalet,Sur,12.0,6.94,2.91,B,0.18,1.77,Sí
2988,2024-09-19,9,H019,Adosado,Norte,9.0,5.03,2.65,A,0.2,1.54,No
2989,2024-12-01,12,H011,Adosado,Norte,10.0,6.21,4.01,A,0.2,2.04,No
2990,2024-12-30,12,H030,Adosado,Centro,7.0,6.01,4.0,A,0.2,2.0,No
