"","longitude","latitude","price","room_type","minimum_nights","number_of_reviews","review_scores_value","calculated_host_listings_count","bedrooms","reviews_per_month","beds","accommodates","availability_30","availability_60","availability_90","instant_bookable","Distancia_Centro","Distancia_Norte","Distancia_Sur","logprice","tv_ports","phone_ports","Vecinos","Piso","ventanas"
"1576",-3.68622,40.48584,66,"Entire home/apt",1,53,9,1,2,1.06,2,3,30,60,90,"f",7.8,1.6,11,4.18965474202643,3,2,3,3,2
"1577",-3.70858,40.41875,169,"Entire home/apt",4,6,10,1,1,0.14,1,2,0,0,0,"f",0.5,6.3,3.4,5.12989871492307,2,2,1,6,4
"1578",-3.67394,40.4384,84,"Entire home/apt",1,8,10,1,2,0.55,3,4,23,53,83,"t",3.5,3.8,6.8,4.43081679884331,1,1,2,5,2
"1579",-3.66994,40.4265,119,"Entire home/apt",2,22,10,1,1,0.53,1,3,30,60,90,"f",3,5.2,6.1,4.77912349311153,1,1,2,6,3
"1580",-3.69026,40.40216,75,"Entire home/apt",3,63,10,1,2,1.24,2,4,0,0,0,"f",2,7.8,3.1,4.31748811353631,1,2,3,1,5
"1581",-3.70007,40.40339,40,"Entire home/apt",3,3,9,1,1,0.06,2,4,0,0,0,"f",1.5,7.8,2.5,3.68887945411394,4,2,3,5,4
"1582",-3.70582,40.42271,590,"Entire home/apt",2,226,9,1,2,4.84,4,7,0,0,0,"t",0.7,5.8,3.9,6.38012253689976,3,4,3,6,2
"1583",-3.7287,40.42516,60,"Entire home/apt",1,5,10,3,1,0.17,3,4,30,60,90,"f",2.3,6.5,3.8,4.0943445622221,3,2,2,4,4
"1584",-3.69758,40.40905,30,"Entire home/apt",1,10,9,1,1,0.2,1,3,0,0,0,"t",1,7.1,3,3.40119738166216,1,1,1,1,4
"1585",-3.70879,40.40801,39,"Entire home/apt",3,126,10,6,1,2.57,1,3,20,50,67,"t",1.1,7.4,2.3,3.66356164612965,2,2,3,5,4
"1586",-3.70339,40.42734,121,"Entire home/apt",4,128,9,1,2,2.59,3,6,0,0,0,"t",1.2,5.3,4.4,4.79579054559674,4,4,2,3,4
"1587",-3.63812,40.43976,40,"Entire home/apt",3,62,9,1,3,1.35,5,5,29,59,89,"t",6.1,5.2,9.1,3.68887945411394,4,3,2,3,3
"1588",-3.70623,40.41934,55,"Entire home/apt",3,149,9,3,1,2.94,3,5,29,59,77,"t",0.4,6.2,3.5,4.00733318523247,1,4,3,3,1
"1589",-3.69219,40.40331,81,"Entire home/apt",2,54,9,6,1,1.06,3,4,30,60,90,"t",1.8,7.7,3,4.39444915467244,4,2,3,4,2
"1590",-3.7043,40.42681,30,"Entire home/apt",2,31,9,1,1,0.61,1,2,0,0,0,"f",1.1,5.3,4.3,3.40119738166216,1,2,3,3,4
"1591",-3.70519,40.42301,84,"Entire home/apt",2,4,10,1,1,0.08,2,2,30,60,90,"f",0.7,5.8,3.9,4.43081679884331,3,3,2,6,3
"1592",-3.70319,40.421,45,"Entire home/apt",4,5,9,2,1,0.1,1,2,30,60,90,"f",0.5,5.9,3.8,3.80666248977032,1,1,3,4,2
"1593",-3.70833,40.41909,213,"Entire home/apt",1,84,10,18,5,1.67,8,10,7,32,61,"t",0.5,6.3,3.4,5.36129216570943,3,3,1,2,7
"1594",-3.71446,40.43062,207,"Entire home/apt",7,2,9,79,3,0.04,5,6,29,59,89,"f",1.8,5.3,4.5,5.33271879326537,1,4,3,4,4
"1595",-3.71144,40.41024,102,"Entire home/apt",3,2,5,3,3,0.04,4,4,0,0,0,"f",1,7.3,2.4,4.62497281328427,1,1,1,6,3
"1596",-3.69908,40.41561,75,"Entire home/apt",2,235,9,24,2,4.7,3,6,5,35,65,"t",0.4,6.4,3.5,4.31748811353631,1,2,2,4,5
"1597",-3.70795,40.41632,93,"Entire home/apt",2,161,9,6,1,3.19,2,4,27,57,87,"t",0.4,6.5,3.1,4.53259949315326,2,4,2,5,3
"1598",-3.7003,40.424,96,"Entire home/apt",5,8,10,1,1,0.16,1,2,0,0,0,"f",0.8,5.5,4.2,4.56434819146784,3,2,3,1,4
"1599",-3.71048,40.42563,130,"Entire home/apt",2,56,9,1,1,1.19,1,2,30,60,90,"t",1.2,5.7,4,4.86753445045558,4,3,3,1,2
"1600",-3.7058,40.42804,98,"Entire home/apt",2,8,9,2,2,0.2,2,4,28,58,88,"f",1.3,5.3,4.4,4.58496747867057,1,3,2,1,3
"1601",-3.70492,40.42785,58,"Entire home/apt",4,156,9,1,2,3.09,4,5,29,59,89,"f",1.2,5.3,4.4,4.06044301054642,4,4,3,6,4
"1602",-3.69756,40.41587,228.57,"Entire home/apt",2,211,10,6,5,4.33,10,16,0,0,0,"t",0.5,6.4,3.6,5.43184250915303,2,2,2,2,7
"1603",-3.70553,40.4245,83,"Entire home/apt",4,211,10,1,2,4.19,3,4,0,0,0,"f",0.9,5.6,4.1,4.4188406077966,1,1,3,1,5
"1604",-3.7085,40.40791,47,"Entire home/apt",5,2,9,3,2,0.04,3,4,0,0,0,"f",1.1,7.5,2.3,3.85014760171006,4,1,2,6,3
"1605",-3.70086,40.41257,85,"Entire home/apt",2,75,10,1,2,1.53,2,4,0,13,43,"t",0.5,6.8,3.1,4.44265125649032,2,4,1,2,5
"1606",-3.70163,40.41236,124,"Entire home/apt",1,162,7,6,3,3.21,6,10,30,58,88,"t",0.5,6.8,3.1,4.82028156560504,3,4,2,6,4
"1607",-3.71203,40.42636,145,"Entire home/apt",2,104,10,1,1,2.12,2,3,27,50,80,"f",1.3,5.6,4.1,4.97673374242057,2,1,1,6,1
"1608",-3.63893,40.42383,74,"Entire home/apt",1,98,10,1,2,2.13,2,4,30,60,90,"f",5.5,6.5,8.1,4.30406509320417,4,3,3,3,3
"1609",-3.70522,40.42474,48,"Entire home/apt",7,226,9,3,1,4.46,1,4,0,0,0,"t",0.9,5.6,4.1,3.87120101090789,3,4,1,5,3
"1610",-3.69774,40.41993,336,"Entire home/apt",4,13,10,1,3,0.26,6,6,28,58,88,"f",0.6,5.9,3.9,5.8171111599632,3,4,3,3,3
"1611",-3.69518,40.40014,90,"Entire home/apt",2,47,10,1,1,1,2,2,7,24,54,"f",2,8.1,2.7,4.49980967033027,4,2,3,5,4
"1612",-3.71016,40.45025,80,"Entire home/apt",2,87,10,1,2,1.72,2,3,29,59,88,"f",3.8,3.4,6.7,4.38202663467388,4,1,1,1,5
"1613",-3.70235,40.4235,67,"Entire home/apt",3,127,10,1,2,2.59,2,4,28,58,88,"f",0.8,5.6,4.1,4.20469261939097,2,1,1,3,5
"1614",-3.70479,40.43686,90,"Entire home/apt",3,34,9,1,1,0.68,2,4,0,0,0,"t",2.2,4.3,5.4,4.49980967033027,1,1,1,5,4
"1615",-3.69428,40.41188,50,"Entire home/apt",1,44,10,2,1,0.88,2,4,0,0,0,"t",0.9,6.7,3.4,3.91202300542815,2,1,3,5,1
"1616",-3.70871,40.41583,106,"Entire home/apt",2,66,10,3,2,1.34,3,6,0,0,0,"f",0.5,6.6,3.1,4.66343909411207,1,3,3,3,4
"1617",-3.70648,40.42206,52,"Entire home/apt",1,340,9,20,1,6.89,1,2,0,0,0,"f",0.7,5.9,3.8,3.95124371858143,3,4,2,1,2
"1618",-3.67602,40.44177,40,"Entire home/apt",3,5,10,1,2,0.1,2,4,0,0,0,"t",3.6,3.4,7,3.68887945411394,1,1,1,6,5
"1619",-3.69678,40.42883,100,"Entire home/apt",3,101,10,1,3,2.02,5,8,29,59,89,"t",1.5,4.9,4.8,4.60517018598809,1,3,1,5,4
"1620",-3.70832,40.413,99,"Entire home/apt",3,174,10,1,2,3.67,4,6,29,55,73,"t",0.6,6.9,2.8,4.59511985013459,1,2,3,1,4
"1621",-3.70945,40.40819,137,"Entire home/apt",3,98,9,6,1,1.94,1,4,0,0,1,"t",1.1,7.4,2.3,4.91998092582813,4,4,1,5,1
"1622",-3.71026,40.43262,59,"Entire home/apt",2,16,9,4,1,0.36,1,2,0,0,0,"f",1.9,5,4.8,4.07753744390572,3,4,1,2,2
"1623",-3.66997,40.42689,62,"Entire home/apt",4,84,9,1,2,1.75,4,5,8,38,68,"f",3,5.1,6.1,4.12713438504509,4,2,1,3,4
"1624",-3.6785,40.4386,100,"Entire home/apt",2,33,9,1,1,0.66,2,4,0,0,0,"t",3.2,3.7,6.6,4.60517018598809,4,2,3,5,3
"1625",-3.70156,40.40898,60,"Entire home/apt",1,9,10,1,1,0.19,1,2,29,59,89,"f",0.9,7.2,2.8,4.0943445622221,1,4,2,5,1
"1626",-3.70943,40.40966,610,"Entire home/apt",1,3,9,20,1,0.06,3,4,0,0,0,"t",0.9,7.3,2.4,6.41345895716736,2,2,3,5,2
"1627",-3.7089,40.40988,625,"Entire home/apt",1,4,10,20,2,0.3,4,5,0,0,0,"t",0.9,7.3,2.5,6.4377516497364,4,3,1,4,4
"1628",-3.70521,40.42429,65,"Entire home/apt",3,162,10,1,1,3.27,1,4,15,45,63,"t",0.9,5.6,4,4.17438726989564,4,2,3,2,1
"1629",-3.71121,40.41123,177,"Entire home/apt",3,158,10,2,4,3.24,5,10,0,0,0,"f",0.9,7.2,2.5,5.17614973257383,2,4,1,3,4
"1630",-3.70481,40.4502,65,"Entire home/apt",2,35,10,1,2,0.8,2,4,0,0,0,"f",3.7,3.1,6.8,4.17438726989564,2,1,1,1,4
"1631",-3.70603,40.41801,140,"Entire home/apt",3,123,10,1,2,2.53,3,4,0,0,0,"f",0.3,6.3,3.4,4.9416424226093,2,1,3,2,4
"1632",-3.69933,40.42629,59,"Entire home/apt",1,96,10,1,1,2.46,1,2,0,0,0,"f",1.1,5.3,4.5,4.07753744390572,3,1,1,1,2
"1633",-3.71174,40.41795,122,"Entire home/apt",3,55,9,117,3,1.13,5,6,20,40,70,"t",0.7,6.5,3.2,4.80402104473326,2,3,1,2,3
"1634",-3.70845,40.4098,650,"Entire home/apt",1,25,9,20,3,0.58,7,8,0,0,0,"t",0.9,7.2,2.5,6.47697236288968,1,4,1,6,5
"1635",-3.70844,40.40856,595,"Entire home/apt",1,2,10,20,1,0.06,3,4,0,0,0,"t",1,7.4,2.4,6.38856140554563,4,3,1,2,3
"1636",-3.70852,40.41023,600,"Entire home/apt",1,5,8,20,1,0.13,3,4,0,0,0,"t",0.8,7.2,2.5,6.39692965521615,2,3,1,6,4
"1637",-3.70962,40.40875,615,"Entire home/apt",1,1,6,20,1,0.04,3,4,0,0,0,"t",1,7.4,2.3,6.42162226780652,3,1,2,1,2
"1638",-3.70977,40.40901,640,"Entire home/apt",1,6,9,20,2,0.12,5,6,0,0,0,"t",1,7.4,2.4,6.46146817635372,2,3,1,4,2
"1639",-3.71024,40.40917,645,"Entire home/apt",1,4,9,20,2,0.13,5,6,0,0,0,"t",1,7.4,2.3,6.46925031679577,2,2,3,4,4
"1640",-3.6847,40.4545,93,"Entire home/apt",2,29,9,2,1,0.61,2,4,0,0,0,"f",4.5,1.9,7.8,4.53259949315326,1,3,1,6,4
"1641",-3.71328,40.41616,75,"Entire home/apt",2,179,10,58,2,3.56,2,4,30,58,88,"t",0.8,6.7,3,4.31748811353631,1,4,2,2,2
"1642",-3.70841,40.40994,600,"Entire home/apt",1,1,10,20,1,0.03,3,4,0,0,0,"t",0.9,7.2,2.5,6.39692965521615,2,3,2,5,1
"1643",-3.70978,40.40988,999,"Entire home/apt",1,7,9,20,1,0.17,3,4,0,0,0,"t",0.9,7.3,2.4,6.90675477864855,2,3,3,6,4
"1644",-3.70867,40.41048,610,"Entire home/apt",1,2,8,20,1,0.04,3,4,0,0,0,"t",0.8,7.2,2.5,6.41345895716736,2,3,1,4,4
"1645",-3.70819,40.40871,625,"Entire home/apt",1,8,10,20,2,0.19,4,5,0,0,0,"t",1,7.4,2.4,6.4377516497364,1,2,3,6,4
"1646",-3.71037,40.40991,625,"Entire home/apt",1,3,8,20,2,0.06,4,5,0,0,0,"t",1,7.3,2.4,6.4377516497364,1,1,3,4,3
"1647",-3.71032,40.41011,625,"Entire home/apt",1,2,8,20,2,0.07,4,5,0,0,0,"t",0.9,7.3,2.4,6.4377516497364,1,3,3,4,4
"1648",-3.7086,40.409,625,"Entire home/apt",1,2,8,20,2,0.05,4,5,0,0,0,"t",1,7.3,2.4,6.4377516497364,4,3,2,4,5
"1649",-3.71001,40.41057,625,"Entire home/apt",1,2,9,20,2,0.13,4,5,0,0,0,"t",0.9,7.2,2.5,6.4377516497364,3,2,2,6,5
"1650",-3.70813,40.40847,625,"Entire home/apt",1,2,8,20,2,0.04,4,5,0,0,0,"t",1,7.4,2.4,6.4377516497364,1,3,1,3,4
"1651",-3.70315,40.42271,50,"Entire home/apt",2,95,9,1,1,1.9,2,3,29,59,89,"t",0.7,5.7,4,3.91202300542815,4,3,3,3,2
"1652",-3.71777,40.42056,85,"Entire home/apt",1,104,9,63,1,2.08,1,4,0,0,0,"t",1.3,6.4,3.3,4.44265125649032,2,1,2,1,4
"1653",-3.70251,40.41028,45,"Entire home/apt",1,295,8,3,2,6.02,3,5,4,4,4,"f",0.7,7.1,2.8,3.80666248977032,1,2,3,1,2
"1654",-3.69803,40.43498,90,"Entire home/apt",7,5,10,1,3,0.11,4,5,0,0,0,"f",2.1,4.3,5.4,4.49980967033027,1,1,2,2,6
"1655",-3.71105,40.42011,250,"Entire home/apt",2,3,10,1,2,0.06,2,5,0,0,0,"t",0.8,6.2,3.4,5.52146091786225,3,3,2,2,2
"1656",-3.69964,40.40752,51,"Entire home/apt",2,198,9,20,2,3.97,2,3,0,0,0,"t",1.1,7.3,2.8,3.93182563272433,1,3,2,3,3
"1657",-3.70126,40.41186,41,"Entire home/apt",3,74,10,1,1,1.57,1,2,0,0,0,"t",0.6,6.9,3,3.71357206670431,4,4,2,3,1
"1658",-3.70804,40.42202,82,"Entire home/apt",2,239,10,1,2,5.01,3,6,23,44,74,"t",0.7,6,3.7,4.40671924726425,4,1,1,6,5
"1659",-3.6985,40.41272,64,"Entire home/apt",2,280,10,24,2,5.59,3,6,11,41,71,"t",0.6,6.7,3.3,4.15888308335967,4,3,2,2,3
"1660",-3.70526,40.41617,120,"Entire home/apt",5,1,10,1,1,0.05,1,2,0,0,0,"f",0.2,6.5,3.2,4.78749174278205,3,4,1,6,4
"1661",-3.71156,40.41358,151,"Entire home/apt",2,77,9,1,2,1.58,5,6,29,59,89,"t",0.8,6.9,2.7,5.01727983681492,3,1,3,1,5
"1662",-3.7008,40.40958,60,"Entire home/apt",2,31,9,2,1,0.63,1,3,0,0,0,"f",0.8,7.1,2.9,4.0943445622221,2,4,2,6,1
"1663",-3.644,40.44655,42,"Entire home/apt",5,8,10,1,1,0.17,1,3,0,0,0,"f",6,4.3,9.2,3.73766961828337,4,3,2,6,4
"1664",-3.70741,40.41435,131,"Entire home/apt",2,30,9,7,1,0.6,4,6,0,1,1,"f",0.4,6.7,3,4.87519732320115,4,2,3,5,2
"1665",-3.65149,40.44665,279,"Entire home/apt",2,2,10,1,1,0.06,1,2,0,0,0,"f",5.5,3.8,8.7,5.63121178182137,3,4,2,3,3
"1666",-3.68043,40.42344,150,"Entire home/apt",2,7,10,5,2,0.15,5,5,0,0,0,"f",2.1,5.4,5.2,5.01063529409626,2,1,2,4,4
"1667",-3.70196,40.42157,220,"Entire home/apt",1,179,10,9,4,3.65,4,8,0,0,0,"t",0.6,5.8,3.9,5.39362754635236,1,2,1,5,7
"1668",-3.7006,40.44886,51,"Entire home/apt",2,4,8,2,1,0.09,1,2,0,0,0,"t",3.6,3,6.8,3.93182563272433,3,1,3,5,4
"1669",-3.70583,40.4157,134,"Entire home/apt",2,147,10,2,2,2.98,3,6,0,0,0,"t",0.2,6.6,3.2,4.89783979995091,1,3,2,2,5
"1670",-3.68018,40.44129,134,"Entire home/apt",2,46,9,4,3,0.93,5,8,30,60,90,"t",3.4,3.4,6.7,4.89783979995091,2,2,2,2,3
"1671",-3.70453,40.42227,59,"Entire home/apt",2,88,9,1,1,1.81,1,3,29,59,89,"f",0.6,5.8,3.9,4.07753744390572,4,4,3,1,2
"1672",-3.70454,40.42025,65,"Entire home/apt",3,84,10,1,2,1.69,2,4,22,49,76,"t",0.4,6,3.7,4.17438726989564,1,4,2,2,3
"1673",-3.71165,40.39701,46,"Entire home/apt",2,137,9,1,1,2.79,1,4,3,33,63,"t",2.3,8.7,1.3,3.8286413964891,4,3,3,3,4
"1674",-3.69436,40.41225,50,"Entire home/apt",3,102,9,2,1,2.13,1,2,26,56,80,"f",0.9,6.7,3.5,3.91202300542815,2,3,2,1,2
"1675",-3.69959,40.41138,32,"Entire home/apt",2,187,10,1,1,4,1,2,17,47,77,"t",0.7,6.9,3.1,3.46573590279973,1,2,2,3,1
"1676",-3.70347,40.41603,278,"Entire home/apt",2,44,9,7,1,1.33,5,6,0,0,3,"f",0.1,6.5,3.3,5.62762111369064,1,1,3,5,3
"1677",-3.6143,40.455,70,"Entire home/apt",3,22,10,2,1,0.65,3,3,15,37,37,"f",8.7,6.1,11.7,4.24849524204936,1,1,3,2,1
"1678",-3.69611,40.42882,80,"Entire home/apt",2,19,10,2,1,0.46,1,2,29,59,89,"f",1.5,4.9,4.8,4.38202663467388,2,1,2,3,3
"1679",-3.70687,40.41183,75,"Entire home/apt",3,65,9,3,1,1.34,1,4,0,28,58,"f",0.6,7,2.8,4.31748811353631,2,2,2,4,1
"1680",-3.70342,40.41496,43,"Entire home/apt",6,27,8,2,1,0.6,2,3,12,42,72,"f",0.2,6.6,3.2,3.76120011569356,2,3,3,3,2
"1681",-3.69854,40.46537,84,"Entire home/apt",3,34,9,6,1,0.71,3,4,30,60,90,"t",5.4,1.5,8.6,4.43081679884331,4,3,2,6,1
"1682",-3.6977,40.41099,90,"Entire home/apt",2,221,9,2,2,4.52,2,4,0,0,0,"f",0.8,6.9,3.2,4.49980967033027,4,3,3,5,2
"1683",-3.70401,40.41138,58,"Entire home/apt",2,291,10,1,1,6.1,1,2,0,0,0,"t",0.6,7,2.8,4.06044301054642,3,3,3,3,1
"1684",-3.69543,40.42169,69,"Entire home/apt",2,19,9,1,1,0.38,2,2,0,0,0,"f",0.9,5.7,4.2,4.23410650459726,2,2,1,6,2
"1685",-3.70167,40.41204,55,"Entire home/apt",1,39,9,1,1,0.79,2,3,0,0,0,"f",0.5,6.9,3,4.00733318523247,4,1,2,1,2
"1686",-3.70816,40.42094,53,"Entire home/apt",2,236,10,2,1,4.79,5,4,26,56,86,"f",0.6,6.1,3.6,3.97029191355212,2,2,2,6,2
"1687",-3.69869,40.41637,78,"Entire home/apt",2,246,9,6,2,4.97,3,6,0,0,0,"t",0.4,6.3,3.6,4.35670882668959,1,1,1,1,4
"1688",-3.70525,40.41644,74,"Entire home/apt",3,21,9,2,1,0.45,3,5,30,50,76,"t",0.2,6.5,3.3,4.30406509320417,4,4,1,5,4
"1689",-3.69919,40.41429,40,"Entire home/apt",1,108,9,22,2,2.29,0,6,30,60,90,"t",0.4,6.6,3.4,3.68887945411394,2,2,3,3,5
"1690",-3.71049,40.42494,79,"Entire home/apt",1,1,10,2,2,0.38,4,5,18,18,41,"f",1.1,5.7,4,4.36944785246702,4,2,1,5,3
"1691",-3.7149,40.42175,95,"Entire home/apt",2,20,9,1,1,0.41,1,2,0,0,0,"t",1.1,6.2,3.5,4.55387689160054,4,4,2,5,3
"1692",-3.70802,40.45202,90,"Entire home/apt",2,242,9,1,2,4.93,2,4,0,13,43,"f",3.9,3.1,6.9,4.49980967033027,3,2,2,6,3
"1693",-3.70219,40.42426,71,"Entire home/apt",2,16,8,2,1,0.33,2,4,30,60,90,"t",0.8,5.6,4.2,4.26267987704132,1,4,1,5,1
"1694",-3.6936,40.41033,89,"Entire home/apt",1,1,8,16,1,0.02,3,4,0,0,0,"t",1.1,6.9,3.4,4.48863636973214,3,3,3,1,1
"1695",-3.69421,40.41214,89,"Entire home/apt",1,2,7,16,1,0.06,4,4,0,0,0,"t",0.9,6.7,3.5,4.48863636973214,1,1,1,6,1
"1696",-3.70126,40.40217,80,"Entire home/apt",4,3,9,1,2,0.09,2,4,29,59,89,"f",1.6,7.9,2.3,4.38202663467388,2,3,1,6,2
"1697",-3.6939,40.41165,89,"Entire home/apt",1,1,8,16,1,0.02,2,3,0,0,0,"t",1,6.8,3.5,4.48863636973214,2,2,1,5,4
"1698",-3.70289,40.42398,96,"Entire home/apt",3,107,10,4,2,2.2,2,4,0,0,0,"f",0.8,5.6,4.1,4.56434819146784,4,1,3,1,3
"1699",-3.71007,40.40901,95,"Entire home/apt",4,12,10,1,2,0.24,2,6,0,0,0,"t",1,7.4,2.3,4.55387689160054,2,1,3,5,3
"1700",-3.70539,40.41379,73,"Entire home/apt",2,190,10,6,1,3.86,2,4,29,59,89,"t",0.4,6.7,3,4.29045944114839,3,1,2,4,1
"1701",-3.7098,40.41643,123,"Entire home/apt",1,22,10,3,3,0.47,4,8,0,0,0,"f",0.5,6.6,3.1,4.81218435537242,3,3,1,6,3
"1702",-3.70008,40.46185,70,"Entire home/apt",3,28,9,2,2,0.61,5,4,29,59,89,"f",5,1.9,8.2,4.24849524204936,3,1,3,5,5
"1703",-3.70668,40.41692,80,"Entire home/apt",2,111,9,1,2,2.26,2,5,24,54,84,"t",0.3,6.4,3.3,4.38202663467388,3,1,1,1,5
"1704",-3.69227,40.4576,70,"Entire home/apt",3,44,10,1,2,1,4,4,20,39,59,"t",4.6,1.8,7.9,4.24849524204936,3,3,3,2,3
"1705",-3.68248,40.42447,100,"Entire home/apt",2,2,10,1,1,0.05,2,3,0,0,0,"f",2,5.3,5.1,4.60517018598809,1,2,3,2,4
"1706",-3.71267,40.43206,150,"Entire home/apt",3,29,9,7,3,0.61,4,6,30,60,90,"f",1.9,5.1,4.7,5.01063529409626,4,4,3,6,4
"1707",-3.67558,40.42194,125,"Entire home/apt",2,83,9,1,2,1.71,3,5,0,0,0,"t",2.4,5.6,5.4,4.8283137373023,4,3,2,5,4
"1708",-3.67099,40.4273,88,"Entire home/apt",2,87,9,1,2,1.91,2,4,0,27,57,"t",3,5.1,6.1,4.47733681447821,2,2,2,1,4
"1709",-3.69638,40.4134,70,"Entire home/apt",2,3,10,1,1,0.06,1,2,0,0,0,"f",0.7,6.6,3.4,4.24849524204936,2,3,3,2,4
"1710",-3.7019,40.41676,33.14,"Entire home/apt",1,38,9,3,1,3.94,2,3,21,46,63,"f",0.1,6.3,3.4,3.50074101199842,2,4,3,3,3
"1711",-3.66272,40.44863,83,"Entire home/apt",2,100,9,1,3,2.16,3,5,0,14,44,"t",4.9,3.1,8.3,4.4188406077966,1,1,3,2,5
"1712",-3.70206,40.42093,40.86,"Entire home/apt",3,71,10,1,1,1.51,1,2,0,0,0,"t",0.5,5.9,3.8,3.71015158938948,3,3,1,2,4
"1713",-3.7098,40.4282,62,"Entire home/apt",3,37,10,1,1,0.76,3,4,30,60,90,"t",1.4,5.4,4.3,4.12713438504509,2,2,3,6,4
"1714",-3.67636,40.40844,70,"Entire home/apt",2,34,10,1,2,0.79,2,4,0,0,0,"f",2.5,7.1,4.5,4.24849524204936,2,3,1,1,3
"1715",-3.68235,40.4039,36,"Entire home/apt",4,113,9,1,1,2.32,2,3,25,55,85,"t",2.3,7.6,3.8,3.58351893845611,3,3,3,1,4
"1716",-3.70064,40.40741,94,"Entire home/apt",3,53,9,1,3,1.1,4,4,9,24,37,"f",1.1,7.3,2.7,4.54329478227,3,1,3,2,4
"1717",-3.57514,40.44318,79,"Entire home/apt",3,8,10,1,1,0.16,2,4,0,13,43,"f",11.3,9.6,13.9,4.36944785246702,1,3,1,4,3
"1718",-3.70454,40.41428,137.71,"Entire home/apt",1,169,9,13,1,3.43,2,4,30,60,86,"t",0.3,6.7,3.1,4.92515002473903,1,3,3,2,3
"1719",-3.70604,40.41217,77,"Entire home/apt",1,27,9,4,3,0.55,3,6,0,0,0,"t",0.6,6.9,2.8,4.34380542185368,4,2,2,6,3
"1720",-3.71017,40.4618,49,"Entire home/apt",2,49,9,1,1,1.25,1,4,28,58,88,"f",5.1,2.6,8,3.89182029811063,1,3,2,5,4
"1721",-3.71051,40.41542,50,"Entire home/apt",2,248,9,2,1,5.08,2,3,0,0,0,"t",0.6,6.7,3,3.91202300542815,3,3,1,6,4
"1722",-3.7167,40.43609,128.29,"Entire home/apt",2,96,9,2,3,2.03,4,5,29,59,89,"t",2.4,4.9,5.1,4.85429332626125,3,3,1,4,5
"1723",-3.70284,40.45852,48,"Entire home/apt",3,75,9,1,1,1.53,3,4,0,13,43,"f",4.7,2.3,7.7,3.87120101090789,3,4,1,4,1
"1725",-3.69584,40.40385,95,"Entire home/apt",3,85,10,1,2,1.89,6,4,0,0,1,"t",1.6,7.7,2.8,4.55387689160054,4,4,2,4,5
"1726",-3.71203,40.4081,71,"Entire home/apt",1,182,10,22,3,3.75,5,6,30,47,47,"t",1.2,7.5,2.2,4.26267987704132,1,3,1,5,5
"1727",-3.69686,40.41235,104,"Entire home/apt",2,146,9,1,3,2.99,3,5,30,60,90,"t",0.7,6.7,3.3,4.64439089914137,1,1,3,3,3
"1728",-3.69926,40.42297,140,"Entire home/apt",3,10,9,1,1,0.21,0,2,27,57,87,"f",0.8,5.6,4.1,4.9416424226093,1,3,1,2,4
"1729",-3.70328,40.404,192,"Entire home/apt",2,10,9,6,2,0.2,2,6,0,0,0,"t",1.4,7.8,2.3,5.25749537202778,4,3,1,6,3
"1730",-3.72761,40.3929,54,"Entire home/apt",2,135,10,1,2,2.78,3,5,29,59,87,"f",3.4,9.6,0.4,3.98898404656427,4,2,2,4,4
"1731",-3.69907,40.4142,85,"Entire home/apt",1,188,9,10,1,3.83,2,4,14,44,74,"t",0.5,6.6,3.4,4.44265125649032,4,2,2,1,2
"1732",-3.72049,40.41191,50,"Entire home/apt",4,82,9,1,3,1.68,5,8,0,0,0,"f",1.5,7.4,2.4,3.91202300542815,4,3,3,3,5
"1733",-3.69903,40.4135,89,"Entire home/apt",3,6,10,1,1,0.12,2,3,29,59,89,"f",0.5,6.6,3.3,4.48863636973214,2,3,1,1,1
"1734",-3.70351,40.42713,83,"Entire home/apt",2,42,10,1,1,0.93,1,2,14,44,74,"t",1.2,5.3,4.4,4.4188406077966,2,3,2,4,4
"1735",-3.68695,40.42927,280,"Entire home/apt",5,22,10,9,2,0.45,3,4,30,60,90,"t",2,4.8,5.3,5.63478960316925,2,3,2,3,5
"1736",-3.70534,40.40711,70,"Entire home/apt",2,8,9,9,2,0.17,2,4,29,59,89,"f",1.1,7.5,2.4,4.24849524204936,2,1,3,6,5
"1737",-3.70839,40.4182,115,"Entire home/apt",4,138,9,10,1,2.88,2,4,0,0,0,"t",0.5,6.4,3.3,4.74493212836325,4,3,3,2,4
"1738",-3.70694,40.41522,73,"Entire home/apt",2,236,10,6,1,4.85,2,4,29,59,89,"t",0.3,6.6,3.1,4.29045944114839,3,2,2,1,3
"1739",-3.6815,40.45386,93,"Entire home/apt",4,62,10,2,1,1.28,2,4,0,0,0,"f",4.5,2,7.9,4.53259949315326,3,2,1,3,1
"1740",-3.69586,40.41756,99,"Entire home/apt",4,143,9,4,2,2.93,3,6,30,60,90,"t",0.6,6.1,3.8,4.59511985013459,1,2,3,4,2
"1741",-3.69213,40.4246,130,"Entire home/apt",3,6,10,2,1,0.13,1,3,1,1,1,"t",1.3,5.3,4.6,4.86753445045558,3,3,1,3,4
"1742",-3.6957,40.40915,61,"Entire home/apt",7,116,9,1,2,2.39,2,3,30,60,90,"f",1.1,7.1,3.2,4.11087386417331,3,4,3,4,2
"1743",-3.70147,40.41039,172,"Entire home/apt",2,101,10,2,3,2.29,4,6,30,60,90,"f",0.7,7,2.9,5.14749447681345,4,3,2,1,5
